Left_B,Front_B,Right_B,Cosine_Angle,Collision,Head_x,Head_y,Food_x,Food_y,Sugg_Direction
0,0,0,36.87,1,280,200,40,380,2
0,0,0,39.29,1,260,200,40,380,2
0,0,0,41.99,1,240,200,40,380,2
0,0,0,51.34,1,240,220,40,380,4
0,0,0,55.01,1,240,240,40,380,4
0,0,0,37.87,1,220,240,40,380,2
0,0,0,41.19,1,200,240,40,380,2
0,0,0,53.13,1,200,260,40,380,4
0,0,0,57.99,1,200,280,40,380,4
0,0,0,63.43,1,200,300,40,380,4
0,0,0,29.74,1,180,300,40,380,2
0,0,0,33.69,1,160,300,40,380,2
0,0,0,38.66,1,140,300,40,380,2
0,0,0,59.04,1,140,320,40,380,4
0,0,0,68.2,1,140,340,40,380,4
0,0,0,78.69,1,140,360,40,380,4
0,0,0,14.04,1,120,360,40,380,2
0,0,0,18.43,1,100,360,40,380,2
0,0,0,26.57,1,80,360,40,380,2
0,0,0,45,1,60,360,40,380,2
0,0,0,90,1,40,360,40,380,2
0,0,0,135,0,20,360,40,380,2
0,1,0,153.43,0,0,360,40,380,2
0,1,1,90,1,0,380,40,380,4
0,0,1,116.57,-1,0,400,40,380,4
0,0,0,107.35,0,140,60,40,380,1
0,0,0,110.56,0,160,60,40,380,1
0,0,0,113.63,0,180,60,40,380,1
0,0,0,116.57,0,200,60,40,380,1
0,0,0,119.36,0,220,60,40,380,1
0,0,0,30.96,1,220,80,40,380,4
0,0,0,32.74,1,220,100,40,380,4
0,0,0,60.26,1,200,100,40,380,2
0,0,0,63.43,1,180,100,40,380,2
0,0,0,66.8,1,160,100,40,380,2
0,0,0,70.35,1,140,100,40,380,2
0,0,0,21.04,1,140,120,40,380,4
0,0,0,22.62,1,140,140,40,380,4
0,0,0,71.57,1,120,140,40,380,2
0,0,0,75.96,1,100,140,40,380,2
0,0,0,15.26,1,100,160,40,380,4
0,0,0,16.7,1,100,180,40,380,4
0,0,0,18.43,1,100,200,40,380,4
0,0,0,20.56,1,100,220,40,380,4
0,0,0,23.2,1,100,240,40,380,4
0,0,0,74.05,1,80,240,40,380,2
0,0,0,81.87,1,60,240,40,380,2
0,0,0,9.46,1,60,260,40,380,4
0,0,0,11.31,1,60,280,40,380,4
0,0,0,14.04,1,60,300,40,380,4
0,0,0,90,1,40,300,40,380,2
0,0,0,104.04,0,20,300,40,380,2
0,1,0,116.57,0,0,300,40,380,2
0,0,1,33.69,1,0,320,40,380,4
0,0,1,45,1,0,340,40,380,4
0,0,1,63.43,1,0,360,40,380,4
0,1,1,90,1,0,380,40,380,4
0,0,1,0,1,20,380,40,380,1
0,0,1,0,1,40,380,40,380,1
0,0,1,42.88,1,60,380,340,120,1
0,0,1,45,1,80,380,340,120,1
0,0,0,47.29,1,80,360,340,120,3
0,0,0,49.76,1,80,340,340,120,3
0,0,0,52.43,1,80,320,340,120,3
0,0,0,39.81,1,100,320,340,120,1
0,0,0,42.27,1,120,320,340,120,1
0,0,0,50.71,1,120,300,340,120,3
0,0,0,53.97,1,120,280,340,120,3
0,0,0,38.66,1,140,280,340,120,1
0,0,0,41.63,1,160,280,340,120,1
0,0,0,45,1,180,280,340,120,1
0,0,0,48.81,1,180,260,340,120,3
0,0,0,45,1,200,260,340,120,1
0,0,0,49.4,1,220,260,340,120,1
0,0,0,54.46,1,240,260,340,120,1
0,0,0,39.81,1,240,240,340,120,3
0,0,0,45,1,240,220,340,120,3
0,0,0,51.34,1,240,200,340,120,3
0,0,0,45,1,260,200,340,120,1
0,0,0,53.13,1,280,200,340,120,1
0,0,0,63.43,1,300,200,340,120,1
0,0,0,33.69,1,300,180,340,120,3
0,0,0,45,1,300,160,340,120,3
0,0,0,63.43,1,300,140,340,120,3
0,0,0,45,1,320,140,340,120,1
0,0,0,90,1,340,140,340,120,1
0,0,0,0,1,340,120,340,120,3
0,0,0,90,1,340,100,280,100,3
0,0,0,108.43,0,340,80,280,100,3
0,0,0,26.57,1,320,80,280,100,2
0,0,0,45,1,300,80,280,100,2
0,0,0,90,1,280,80,280,100,2
0,0,0,0,1,280,100,280,100,4
0,0,0,38.66,1,280,120,200,220,4
0,0,0,45,1,280,140,200,220,4
0,0,0,53.13,1,280,160,200,220,4
0,0,0,45,1,260,160,200,220,2
0,0,0,56.31,1,240,160,200,220,2
0,0,0,71.57,1,220,160,200,220,2
0,0,0,26.57,1,220,180,200,220,4
0,0,0,45,1,220,200,200,220,4
0,0,0,90,1,220,220,200,220,4
0,0,0,0,1,200,220,200,220,2
0,0,0,0,1,180,220,100,220,2
0,0,0,0,1,160,220,100,220,2
0,0,0,0,1,140,220,100,220,2
0,0,0,0,1,120,220,100,220,2
0,0,0,0,1,100,220,100,220,2
0,0,0,159.44,0,80,220,240,160,2
0,0,0,116.57,0,80,240,240,160,4
0,0,0,122.01,0,80,260,240,160,4
0,0,0,35.54,1,100,260,240,160,1
0,0,0,39.81,1,120,260,240,160,1
0,0,0,45,1,140,260,240,160,1
0,0,0,51.34,1,140,240,240,160,3
0,0,0,59.04,1,140,220,240,160,3
0,0,0,68.2,1,140,200,240,160,3
0,0,0,26.57,1,160,200,240,160,1
0,0,0,33.69,1,180,200,240,160,1
0,0,0,45,1,200,200,240,160,1
0,0,0,63.43,1,220,200,240,160,1
0,0,0,90,1,240,200,240,160,1
0,0,0,0,1,240,180,240,160,3
0,0,0,0,1,240,160,240,160,3
0,0,0,149.04,0,240,140,120,340,3
0,0,0,151.39,0,240,120,120,340,3
0,0,0,153.43,0,240,100,120,340,3
0,0,0,67.38,1,220,100,120,340,2
0,0,0,71.57,1,200,100,120,340,2
0,0,0,75.96,1,180,100,120,340,2
0,0,0,15.26,1,180,120,120,340,4
0,0,0,16.7,1,180,140,120,340,4
0,0,0,18.43,1,180,160,120,340,4
0,0,0,20.56,1,180,180,120,340,4
0,0,0,23.2,1,180,200,120,340,4
0,0,0,26.57,1,180,220,120,340,4
0,0,0,71.57,1,160,220,120,340,2
0,0,0,80.54,1,140,220,120,340,2
0,0,0,11.31,1,140,240,120,340,4
0,0,0,14.04,1,140,260,120,340,4
0,0,0,18.43,1,140,280,120,340,4
0,0,0,26.57,1,140,300,120,340,4
0,0,0,90,1,120,300,120,340,2
0,0,0,0,1,120,320,120,340,4
0,0,0,0,1,120,340,120,340,4
0,0,0,30.26,1,140,340,380,200,1
0,0,0,32.47,1,160,340,380,200,1
0,0,0,34.99,1,180,340,380,200,1
0,0,0,59.04,1,180,320,380,200,3
0,0,0,63.43,1,180,300,380,200,3
0,0,0,68.2,1,180,280,380,200,3
0,0,0,23.96,1,200,280,380,200,1
0,0,0,26.57,1,220,280,380,200,1
0,0,0,29.74,1,240,280,380,200,1
0,0,0,66.8,1,240,260,380,200,3
0,0,0,74.05,1,240,240,380,200,3
0,0,0,18.43,1,260,240,380,200,1
0,0,0,21.8,1,280,240,380,200,1
0,0,0,26.57,1,300,240,380,200,1
0,0,0,33.69,1,320,240,380,200,1
0,0,0,45,1,340,240,380,200,1
0,0,0,63.43,1,360,240,380,200,1
0,1,0,90,1,380,240,380,200,1
0,0,1,0,1,380,220,380,200,3
0,0,1,0,1,380,200,380,200,3
0,0,1,74.74,1,380,180,160,120,3
0,0,1,79.7,1,380,160,160,120,3
0,0,0,11.31,1,360,160,160,120,2
0,0,0,12.53,1,340,160,160,120,2
0,0,0,14.04,1,320,160,160,120,2
0,0,0,82.87,1,320,140,160,120,3
0,0,0,8.13,1,300,140,160,120,2
0,0,0,9.46,1,280,140,160,120,2
0,0,0,11.31,1,260,140,160,120,2
0,0,0,90,1,260,120,160,120,3
0,0,0,0,1,240,120,160,120,2
0,0,0,0,1,220,120,160,120,2
0,0,0,0,1,200,120,160,120,2
0,0,0,0,1,180,120,160,120,2
0,0,0,0,1,160,120,160,120,2
0,0,0,132.71,0,140,120,380,380,2
0,0,0,45,1,140,140,380,380,4
0,0,0,47.49,1,140,160,380,380,4
0,0,0,50.19,1,140,180,380,380,4
0,0,0,42.27,1,160,180,380,380,1
0,0,0,45,1,180,180,380,380,1
0,0,0,48.01,1,200,180,380,380,1
0,0,0,51.34,1,220,180,380,380,1
0,0,0,55.01,1,240,180,380,380,1
0,0,0,37.87,1,240,200,380,380,4
0,0,0,41.19,1,240,220,380,380,4
0,0,0,53.13,1,260,220,380,380,1
0,0,0,57.99,1,280,220,380,380,1
0,0,0,63.43,1,300,220,380,380,1
0,0,0,29.74,1,300,240,380,380,4
0,0,0,33.69,1,300,260,380,380,4
0,0,0,63.43,1,320,260,380,380,1
0,0,0,71.57,1,340,260,380,380,1
0,0,0,80.54,1,360,260,380,380,1
0,1,0,90,1,380,260,380,380,1
1,0,0,0,1,380,280,380,380,4
1,0,0,0,1,380,300,380,380,4
1,0,0,0,1,380,320,380,380,4
1,0,0,0,1,380,340,380,380,4
1,0,0,0,1,380,360,380,380,4
1,1,0,0,1,380,380,380,380,4
1,0,0,104.04,-1,380,400,140,340,4
0,0,0,90,1,140,60,140,340,1
0,0,0,94.09,0,160,60,140,340,1
0,0,0,98.13,0,180,60,140,340,1
0,0,0,102.09,0,200,60,140,340,1
0,0,0,12.99,1,200,80,140,340,4
0,0,0,14.04,1,200,100,140,340,4
0,0,0,15.26,1,200,120,140,340,4
0,0,0,79.7,1,180,120,140,340,2
0,0,0,84.81,1,160,120,140,340,2
0,0,0,5.71,1,160,140,140,340,4
0,0,0,6.34,1,160,160,140,340,4
0,0,0,7.13,1,160,180,140,340,4
0,0,0,90,1,140,180,140,340,2
0,0,0,97.13,0,120,180,140,340,2
0,0,0,8.13,1,120,200,140,340,4
0,0,0,9.46,1,120,220,140,340,4
0,0,0,11.31,1,120,240,140,340,4
0,0,0,90,1,140,240,140,340,1
0,0,0,0,1,140,260,140,340,4
0,0,0,0,1,140,280,140,340,4
0,0,0,0,1,140,300,140,340,4
0,0,0,0,1,140,320,140,340,4
0,0,0,0,1,140,340,140,340,4
0,0,0,151.7,0,140,360,280,100,4
0,0,0,65.22,1,160,360,280,100,1
0,0,0,68.96,1,180,360,280,100,1
0,0,0,22.62,1,180,340,280,100,3
0,0,0,24.44,1,180,320,280,100,3
0,0,0,26.57,1,180,300,280,100,3
0,0,0,68.2,1,200,300,280,100,1
0,0,0,73.3,1,220,300,280,100,1
0,0,0,18.43,1,220,280,280,100,3
0,0,0,20.56,1,220,260,280,100,3
0,0,0,75.96,1,240,260,280,100,1
0,0,0,82.87,1,260,260,280,100,1
0,0,0,90,1,280,260,280,100,1
0,0,0,0,1,280,240,280,100,3
0,0,0,0,1,280,220,280,100,3
0,0,0,0,1,280,200,280,100,3
0,0,0,0,1,280,180,280,100,3
0,0,0,0,1,280,160,280,100,3
0,0,0,0,1,280,140,280,100,3
0,0,0,0,1,280,120,280,100,3
0,0,0,0,1,280,100,280,100,3
0,0,0,151.39,0,280,80,160,300,3
0,0,0,65.56,1,260,80,160,300,2
0,0,0,70.02,1,240,80,160,300,2
0,0,0,74.74,1,220,80,160,300,2
0,0,0,16.7,1,220,100,160,300,4
0,0,0,18.43,1,220,120,160,300,4
0,0,0,77.47,1,200,120,160,300,2
0,0,0,83.66,1,180,120,160,300,2
0,0,0,7.13,1,180,140,160,300,4
0,0,0,8.13,1,180,160,160,300,4
0,0,0,9.46,1,180,180,160,300,4
0,0,0,90,1,160,180,160,300,2
0,0,0,0,1,160,200,160,300,4
0,0,0,0,1,160,220,160,300,4
0,0,0,0,1,160,240,160,300,4
0,0,0,0,1,160,260,160,300,4
0,0,0,0,1,160,280,160,300,4
0,0,0,0,1,160,300,160,300,4
0,0,0,156.8,0,160,320,220,180,4
0,0,0,74.05,1,180,320,220,180,1
1,0,0,18.43,1,180,300,220,180,3
1,0,0,21.8,1,180,280,220,180,3
0,0,0,26.57,1,180,260,220,180,3
0,0,0,75.96,1,200,260,220,180,1
0,0,0,90,1,220,260,220,180,1
0,0,0,0,1,220,240,220,180,3
0,0,0,0,1,220,220,220,180,3
0,0,0,0,1,220,200,220,180,3
0,0,0,0,1,220,180,220,180,3
0,0,0,151.39,0,220,160,100,380,3
0,0,0,153.43,0,220,140,100,380,3
0,0,0,67.38,1,200,140,100,380,2
0,0,0,71.57,1,180,140,100,380,2
0,0,0,19.98,1,180,160,100,380,4
0,0,0,21.8,1,180,180,100,380,4
0,0,0,23.96,1,180,200,100,380,4
0,0,0,71.57,1,160,200,100,380,2
0,0,0,77.47,1,140,200,100,380,2
0,0,0,14.04,1,140,220,100,380,4
0,0,0,15.95,1,140,240,100,380,4
0,0,0,81.87,1,120,240,100,380,2
0,0,0,90,1,100,240,100,380,2
0,0,0,0,1,100,260,100,380,4
0,0,0,0,1,100,280,100,380,4
0,0,0,0,1,100,300,100,380,4
0,0,0,0,1,100,320,100,380,4
0,0,0,0,1,100,340,100,380,4
0,0,0,0,1,100,360,100,380,4
0,1,0,0,1,100,380,100,380,4
0,0,1,48.37,1,120,380,280,200,1
0,0,1,52.13,1,140,380,280,200,1
0,0,1,56.31,1,160,380,280,200,1
0,0,0,36.87,1,160,360,280,200,3
0,0,0,40.6,1,160,340,280,200,3
0,0,0,54.46,1,180,340,280,200,1
0,0,0,60.26,1,200,340,280,200,1
0,0,0,33.69,1,200,320,280,200,3
0,0,0,38.66,1,200,300,280,200,3
0,0,0,59.04,1,220,300,280,200,1
0,0,0,68.2,1,240,300,280,200,1
0,0,0,26.57,1,240,280,280,200,3
0,0,0,33.69,1,240,260,280,200,3
0,0,0,71.57,1,260,260,280,200,1
0,0,0,90,1,280,260,280,200,1
0,0,0,0,1,280,240,280,200,3
0,0,0,0,1,280,220,280,200,3
0,0,0,0,1,280,200,280,200,3
0,0,0,71.57,1,280,180,40,100,3
0,0,0,75.96,1,280,160,40,100,3
0,0,0,15.26,1,260,160,40,100,2
0,0,0,16.7,1,240,160,40,100,2
0,0,0,18.43,1,220,160,40,100,2
0,0,0,20.56,1,200,160,40,100,2
0,0,0,75.96,1,200,140,40,100,3
0,0,0,82.87,1,200,120,40,100,3
0,0,0,8.13,1,180,120,40,100,2
0,0,0,9.46,1,160,120,40,100,2
0,0,0,90,1,160,100,40,100,3
0,0,0,99.46,0,160,80,40,100,3
0,0,0,11.31,1,140,80,40,100,2
0,0,0,14.04,1,120,80,40,100,2
0,0,0,18.43,1,100,80,40,100,2
0,0,0,26.57,1,80,80,40,100,2
0,0,0,45,1,60,80,40,100,2
0,0,0,90,1,40,80,40,100,2
0,0,0,0,1,40,100,40,100,4
0,0,0,90,1,40,120,180,120,4
0,0,0,98.13,0,40,140,180,120,4
0,0,0,9.46,1,60,140,180,120,1
0,0,0,11.31,1,80,140,180,120,1
0,0,0,14.04,1,100,140,180,120,1
0,0,0,18.43,1,120,140,180,120,1
0,0,0,90,1,120,120,180,120,3
0,0,0,0,1,140,120,180,120,1
0,0,0,0,1,160,120,180,120,1
0,0,0,0,1,180,120,180,120,1
0,0,0,26.57,1,200,120,240,140,1
0,0,0,90,1,200,140,240,140,4
0,0,0,116.57,0,200,160,240,140,4
0,0,0,135,0,200,180,240,140,4
0,0,0,63.43,1,220,180,240,140,1
1,0,0,45,1,220,160,240,140,3
1,0,0,90,1,220,140,240,140,3
1,0,0,135,0,220,120,240,140,3
0,0,0,90,1,240,120,240,140,1
0,0,0,135,0,260,120,240,140,1
0,0,0,153.43,0,280,120,240,140,1
0,0,0,161.57,0,300,120,240,140,1
0,0,0,165.96,0,320,120,240,140,1
0,0,0,168.69,0,340,120,240,140,1
0,0,0,90,1,340,140,240,140,4
0,0,0,101.31,0,340,160,240,140,4
0,0,0,111.8,0,340,180,240,140,4
0,0,0,120.96,0,340,200,240,140,4
0,0,0,36.87,1,320,200,240,140,2
0,0,0,45,1,300,200,240,140,2
0,0,0,56.31,1,280,200,240,140,2
0,0,0,71.57,1,260,200,240,140,2
0,0,0,90,1,240,200,240,140,2
0,0,0,0,1,240,180,240,140,3
0,0,0,0,1,240,160,240,140,3
0,0,0,0,1,240,140,240,140,3
0,0,0,0,1,220,140,100,140,2
0,0,0,0,1,200,140,100,140,2
0,0,0,0,1,180,140,100,140,2
0,0,0,0,1,160,140,100,140,2
0,0,0,0,1,140,140,100,140,2
0,0,0,0,1,120,140,100,140,2
0,0,0,0,1,100,140,100,140,2
0,0,0,114.44,0,100,160,320,60,4
0,0,0,118.61,0,100,180,320,60,4
0,0,0,122.47,0,100,200,320,60,4
0,0,0,34.99,1,120,200,320,60,1
0,0,0,37.87,1,140,200,320,60,1
0,0,0,41.19,1,160,200,320,60,1
0,0,0,45,1,180,200,320,60,1
0,0,0,49.4,1,200,200,320,60,1
0,0,0,45,1,200,180,320,60,3
0,0,0,50.19,1,200,160,320,60,3
0,0,0,56.31,1,200,140,320,60,3
0,0,0,38.66,1,220,140,320,60,1
0,0,0,45,1,240,140,320,60,1
0,0,0,53.13,1,240,120,320,60,3
0,0,0,63.43,1,240,100,320,60,3
0,0,0,33.69,1,260,100,320,60,1
0,0,0,45,1,280,100,320,60,1
0,0,0,63.43,1,300,100,320,60,1
0,0,0,90,1,320,100,320,60,1
0,0,0,0,1,320,80,320,60,3
0,0,0,0,1,320,60,320,60,3
0,0,0,161.57,0,320,40,300,100,3
0,0,0,165.96,0,320,20,300,100,3
0,0,0,90,1,300,20,300,100,2
0,0,0,104.04,0,280,20,300,100,2
0,0,0,116.57,0,260,20,300,100,2
0,0,0,126.87,0,240,20,300,100,2
0,0,0,135,0,220,20,300,100,2
0,0,0,141.34,0,200,20,300,100,2
0,0,0,146.31,0,180,20,300,100,2
0,0,0,150.26,0,160,20,300,100,2
0,0,0,66.8,1,160,40,300,100,4
0,0,0,74.05,1,160,60,300,100,4
0,0,0,18.43,1,180,60,300,100,1
0,0,0,21.8,1,200,60,300,100,1
0,0,0,78.69,1,200,80,300,100,4
0,0,0,90,1,200,100,300,100,4
0,0,0,0,1,220,100,300,100,1
0,0,0,0,1,240,100,300,100,1
0,0,0,0,1,260,100,300,100,1
0,0,0,0,1,280,100,300,100,1
0,0,0,0,1,300,100,300,100,1
0,0,0,153.43,0,320,100,160,20,1
0,0,0,122.01,0,320,120,160,20,4
0,0,0,126.87,0,320,140,160,20,4
0,0,0,40.6,1,300,140,160,20,2
0,0,0,45,1,280,140,160,20,2
0,0,0,50.19,1,260,140,160,20,2
0,0,0,56.31,1,240,140,160,20,2
0,0,0,63.43,1,220,140,160,20,2
0,0,0,71.57,1,200,140,160,20,2
0,0,0,80.54,1,180,140,160,20,2
0,0,0,90,1,160,140,160,20,2
0,0,0,0,1,160,120,160,20,3
0,0,0,0,1,160,100,160,20,3
0,0,0,104.04,0,180,100,160,20,1
0,0,0,116.57,0,200,100,160,20,1
0,0,0,33.69,1,200,80,160,20,3
0,0,0,45,1,200,60,160,20,3
0,0,0,63.43,1,200,40,160,20,3
0,0,0,90,1,200,20,160,20,3
0,0,0,0,1,180,20,160,20,2
0,0,0,0,1,160,20,160,20,2
0,0,0,26.57,1,140,20,60,60,2
0,0,0,33.69,1,120,20,60,60,2
0,0,0,71.57,1,120,40,60,60,4
0,0,0,90,1,120,60,60,60,4
0,0,0,0,1,100,60,60,60,2
0,0,0,0,1,80,60,60,60,2
0,0,0,0,1,60,60,60,60,2
0,0,0,45,1,60,80,300,320,4
0,0,0,47.49,1,60,100,300,320,4
0,0,0,50.19,1,60,120,300,320,4
0,0,0,53.13,1,60,140,300,320,4
0,0,0,39.29,1,80,140,300,320,1
0,0,0,41.99,1,100,140,300,320,1
0,0,0,45,1,120,140,300,320,1
0,0,0,48.37,1,120,160,300,320,4
0,0,0,52.13,1,120,180,300,320,4
0,0,0,41.19,1,140,180,300,320,1
0,0,0,45,1,160,180,300,320,1
0,0,0,49.4,1,160,200,300,320,4
0,0,0,54.46,1,160,220,300,320,4
0,0,0,39.81,1,180,220,300,320,1
0,0,0,45,1,200,220,300,320,1
0,0,0,51.34,1,200,240,300,320,4
0,0,0,59.04,1,200,260,300,320,4
0,0,0,68.2,1,200,280,300,320,4
0,0,0,26.57,1,220,280,300,320,1
0,0,0,33.69,1,240,280,300,320,1
0,0,0,45,1,260,280,300,320,1
0,0,0,63.43,1,280,280,300,320,1
0,0,0,90,1,300,280,300,320,1
0,0,0,0,1,300,300,300,320,4
0,0,0,0,1,300,320,300,320,4
0,0,0,135,0,300,340,380,260,4
0,0,0,141.34,0,280,340,380,260,2
0,0,0,146.31,0,260,340,380,260,2
0,0,0,150.26,0,240,340,380,260,2
0,0,0,153.43,0,220,340,380,260,2
0,0,0,156.04,0,200,340,380,260,2
0,0,0,158.2,0,180,340,380,260,2
0,0,0,160.02,0,160,340,380,260,2
0,0,0,161.57,0,140,340,380,260,2
0,0,0,75.96,1,140,320,380,260,3
0,0,0,80.54,1,140,300,380,260,3
0,0,0,85.24,1,140,280,380,260,3
0,0,0,5.19,1,160,280,380,260,1
0,0,0,5.71,1,180,280,380,260,1
0,0,0,6.34,1,200,280,380,260,1
0,0,0,7.13,1,220,280,380,260,1
0,0,0,8.13,1,240,280,380,260,1
0,0,0,9.46,1,260,280,380,260,1
0,0,0,11.31,1,280,280,380,260,1
0,0,0,14.04,1,300,280,380,260,1
0,0,0,18.43,1,320,280,380,260,1
0,0,0,26.57,1,340,280,380,260,1
0,0,0,45,1,360,280,380,260,1
0,1,0,90,1,380,280,380,260,1
0,0,1,0,1,380,260,380,260,3
0,0,1,109.65,0,380,240,100,340,3
0,0,1,113.2,0,380,220,100,340,3
0,0,0,24.78,1,360,220,100,340,2
0,0,0,26.57,1,340,220,100,340,2
0,0,0,28.61,1,320,220,100,340,2
0,0,0,30.96,1,300,220,100,340,2
0,0,0,33.69,1,280,220,100,340,2
0,0,0,36.87,1,260,220,100,340,2
0,0,0,40.6,1,240,220,100,340,2
0,0,0,45,1,220,220,100,340,2
0,0,0,50.19,1,220,240,100,340,4
0,0,0,56.31,1,220,260,100,340,4
0,0,0,63.43,1,220,280,100,340,4
0,0,0,30.96,1,200,280,100,340,2
0,0,0,36.87,1,180,280,100,340,2
0,0,0,63.43,1,180,300,100,340,4
0,0,0,75.96,1,180,320,100,340,4
0,0,0,18.43,1,160,320,100,340,2
0,0,0,26.57,1,140,320,100,340,2
0,0,0,90,1,140,340,100,340,4
0,0,0,0,1,120,340,100,340,2
0,0,0,0,1,100,340,100,340,2
0,0,0,45,1,80,340,40,300,2
0,0,0,63.43,1,80,320,40,300,3
0,0,0,90,1,80,300,40,300,3
0,0,0,116.57,0,80,280,40,300,3
0,0,0,45,1,60,280,40,300,2
0,0,0,90,1,40,280,40,300,2
