Left_B,Front_B,Right_B,Cosine_Angle,Collision,Head_x,Head_y,Food_x,Food_y,Sugg_Direction
0,0,0,45,1,200,200,80,320,2
0,0,0,50.19,1,180,200,80,320,2
0,0,0,45,1,180,220,80,320,4
0,0,0,51.34,1,180,240,80,320,4
0,0,0,59.04,1,180,260,80,320,4
0,0,0,68.2,1,180,280,80,320,4
0,0,0,78.69,1,180,300,80,320,4
0,0,0,90,1,180,320,80,320,4
0,0,0,0,1,160,320,80,320,2
0,0,0,0,1,140,320,80,320,2
0,0,0,0,1,120,320,80,320,2
0,0,0,0,1,100,320,80,320,2
0,0,0,0,1,80,320,80,320,2
0,0,0,99.46,0,80,300,200,320,3
0,0,0,108.43,0,80,280,200,320,3
0,0,0,116.57,0,80,260,200,320,3
0,0,0,123.69,0,80,240,200,320,3
0,0,0,38.66,1,100,240,200,320,1
0,0,0,45,1,120,240,200,320,1
0,0,0,53.13,1,140,240,200,320,1
0,0,0,63.43,1,160,240,200,320,1
0,0,0,75.96,1,180,240,200,320,1
0,0,0,90,1,200,240,200,320,1
0,0,0,0,1,200,260,200,320,4
0,0,0,0,1,200,280,200,320,4
0,0,0,0,1,200,300,200,320,4
0,0,0,0,1,200,320,200,320,4
0,0,0,146.31,0,200,340,280,220,4
0,0,0,63.43,1,220,340,280,220,1
0,0,0,71.57,1,240,340,280,220,1
0,0,0,80.54,1,260,340,280,220,1
0,0,0,90,1,280,340,280,220,1
0,0,0,99.46,0,300,340,280,220,1
0,0,0,11.31,1,300,320,280,220,3
0,0,0,14.04,1,300,300,280,220,3
0,0,0,18.43,1,300,280,280,220,3
0,0,0,26.57,1,300,260,280,220,3
0,0,0,45,1,300,240,280,220,3
0,0,0,90,1,300,220,280,220,3
0,0,0,0,1,280,220,280,220,2
0,0,0,146.31,0,260,220,320,260,2
0,0,0,153.43,0,240,220,320,260,2
0,0,0,158.2,0,220,220,320,260,2
0,0,0,161.57,0,200,220,320,260,2
0,0,0,164.05,0,180,220,320,260,2
0,0,0,165.96,0,160,220,320,260,2
0,0,0,167.47,0,140,220,320,260,2
0,0,0,83.66,1,140,240,320,260,4
0,0,0,90,1,140,260,320,260,4
0,0,0,96.34,0,140,280,320,260,4
0,0,0,7.13,1,160,280,320,260,1
0,0,0,8.13,1,180,280,320,260,1
0,0,0,9.46,1,200,280,320,260,1
0,0,0,11.31,1,220,280,320,260,1
0,0,0,14.04,1,240,280,320,260,1
0,0,0,18.43,1,260,280,320,260,1
0,0,0,26.57,1,280,280,320,260,1
0,0,0,45,1,300,280,320,260,1
0,0,0,90,1,320,280,320,260,1
0,0,0,0,1,320,260,320,260,3
0,0,0,63.43,1,320,240,160,160,3
0,0,0,69.44,1,320,220,160,160,3
0,0,0,75.96,1,320,200,160,160,3
0,0,0,82.87,1,320,180,160,160,3
0,0,0,90,1,320,160,160,160,3
0,0,0,0,1,300,160,160,160,2
0,0,0,0,1,280,160,160,160,2
0,0,0,0,1,260,160,160,160,2
0,0,0,0,1,240,160,160,160,2
0,0,0,0,1,220,160,160,160,2
0,0,0,0,1,200,160,160,160,2
0,0,0,0,1,180,160,160,160,2
0,0,0,0,1,160,160,160,160,2
0,0,0,96.34,0,140,160,160,340,2
0,0,0,102.53,0,120,160,160,340,2
0,0,0,14.04,1,120,180,160,340,4
0,0,0,15.95,1,120,200,160,340,4
0,0,0,81.87,1,140,200,160,340,1
0,0,0,9.46,1,140,220,160,340,4
0,0,0,11.31,1,140,240,160,340,4
0,0,0,14.04,1,140,260,160,340,4
0,0,0,90,1,160,260,160,340,1
0,0,0,0,1,160,280,160,340,4
0,0,0,0,1,160,300,160,340,4
0,0,0,0,1,160,320,160,340,4
0,0,0,0,1,160,340,160,340,4
0,0,0,119.74,0,160,360,20,280,4
0,0,0,153.43,0,180,360,20,280,1
0,0,0,156.04,0,200,360,20,280,1
0,0,0,158.2,0,220,360,20,280,1
0,0,0,73.3,1,220,340,20,280,3
0,0,0,78.69,1,220,320,20,280,3
0,0,0,84.29,1,220,300,20,280,3
0,0,0,90,1,220,280,20,280,3
0,0,0,95.71,0,220,260,20,280,3
0,0,0,101.31,0,220,240,20,280,3
0,0,0,12.53,1,200,240,20,280,2
0,0,0,14.04,1,180,240,20,280,2
0,0,0,110.56,0,180,220,20,280,3
0,0,0,23.2,1,160,220,20,280,2
0,0,0,26.57,1,140,220,20,280,2
0,0,0,30.96,1,120,220,20,280,2
0,0,0,68.2,1,120,240,20,280,4
0,0,0,78.69,1,120,260,20,280,4
0,0,0,14.04,1,100,260,20,280,2
0,0,0,18.43,1,80,260,20,280,2
0,0,0,26.57,1,60,260,20,280,2
0,0,0,45,1,40,260,20,280,2
0,0,0,90,1,40,280,20,280,4
0,0,0,135,0,40,300,20,280,4
0,0,0,153.43,0,40,320,20,280,4
0,0,0,90,1,20,320,20,280,2
0,0,1,0,1,20,300,20,280,3
0,0,1,0,1,20,280,20,280,3
0,0,1,51.34,1,20,260,220,100,3
0,0,0,55.01,1,20,240,220,100,3
0,0,0,59.04,1,20,220,220,100,3
0,0,0,63.43,1,20,200,220,100,3
0,0,0,29.05,1,40,200,220,100,1
0,0,0,32.01,1,60,200,220,100,1
0,0,0,35.54,1,80,200,220,100,1
0,0,0,39.81,1,100,200,220,100,1
0,0,0,45,1,120,200,220,100,1
0,0,0,51.34,1,140,200,220,100,1
0,0,0,59.04,1,160,200,220,100,1
0,0,0,68.2,1,180,200,220,100,1
0,0,0,78.69,1,200,200,220,100,1
0,0,0,90,1,220,200,220,100,1
0,0,0,0,1,220,180,220,100,3
0,0,0,0,1,220,160,220,100,3
0,0,0,0,1,220,140,220,100,3
0,0,0,0,1,220,120,220,100,3
0,0,0,0,1,220,100,220,100,3
0,0,0,151.7,0,220,80,360,340,3
0,0,0,65.22,1,240,80,360,340,1
0,0,0,68.96,1,260,80,360,340,1
0,0,0,72.9,1,280,80,360,340,1
0,0,0,18.43,1,280,100,360,340,4
0,0,0,19.98,1,280,120,360,340,4
0,0,0,21.8,1,280,140,360,340,4
0,0,0,23.96,1,280,160,360,340,4
0,0,0,26.57,1,280,180,360,340,4
0,0,0,29.74,1,280,200,360,340,4
0,0,0,33.69,1,280,220,360,340,4
0,0,0,38.66,1,280,240,360,340,4
0,0,0,45,1,280,260,360,340,4
0,0,0,53.13,1,280,280,360,340,4
0,0,0,63.43,1,280,300,360,340,4
0,0,0,75.96,1,280,320,360,340,4
0,0,0,90,1,280,340,360,340,4
0,0,0,0,1,300,340,360,340,1
0,0,0,0,1,320,340,360,340,1
0,0,0,0,1,340,340,360,340,1
0,0,0,0,1,360,340,360,340,1
0,0,0,73.61,1,360,320,20,220,3
0,0,0,76.76,1,360,300,20,220,3
0,0,0,79.99,1,360,280,20,220,3
0,0,0,83.29,1,360,260,20,220,3
0,0,0,86.63,1,360,240,20,220,3
0,0,0,90,1,360,220,20,220,3
0,0,0,93.37,0,360,200,20,220,3
0,0,0,96.71,0,360,180,20,220,3
0,0,0,100.01,0,360,160,20,220,3
0,0,0,10.62,1,340,160,20,220,2
0,0,0,11.31,1,320,160,20,220,2
0,0,0,12.09,1,300,160,20,220,2
0,0,0,81.87,1,300,180,20,220,4
0,0,0,85.91,1,300,200,20,220,4
0,0,0,4.4,1,280,200,20,220,2
0,0,0,4.76,1,260,200,20,220,2
0,0,0,5.19,1,240,200,20,220,2
0,0,0,5.71,1,220,200,20,220,2
0,0,0,90,1,220,220,20,220,4
0,0,0,0,1,200,220,20,220,2
0,0,0,0,1,180,220,20,220,2
0,0,0,0,1,160,220,20,220,2
0,0,0,0,1,140,220,20,220,2
0,0,0,0,1,120,220,20,220,2
0,0,0,0,1,100,220,20,220,2
0,0,0,0,1,80,220,20,220,2
0,0,0,0,1,60,220,20,220,2
0,0,0,0,1,40,220,20,220,2
0,0,0,0,1,20,220,20,220,2
0,0,0,40.6,1,20,200,140,60,3
0,0,0,45,1,20,180,140,60,3
0,0,0,50.19,1,20,160,140,60,3
0,0,0,45,1,40,160,140,60,1
0,0,0,51.34,1,60,160,140,60,1
0,0,0,59.04,1,80,160,140,60,1
0,0,0,68.2,1,100,160,140,60,1
0,0,0,78.69,1,120,160,140,60,1
0,0,0,90,1,140,160,140,60,1
0,0,0,101.31,0,160,160,140,60,1
0,0,0,14.04,1,160,140,140,60,3
0,0,0,18.43,1,160,120,140,60,3
0,0,0,26.57,1,160,100,140,60,3
0,0,0,90,1,140,100,140,60,2
0,0,0,0,1,140,80,140,60,3
0,0,0,0,1,140,60,140,60,3
0,0,0,129.29,0,140,40,360,220,3
0,0,0,41.99,1,160,40,360,220,1
0,0,0,45,1,180,40,360,220,1
0,0,0,48.37,1,180,60,360,220,4
0,0,0,52.13,1,180,80,360,220,4
0,0,1,56.31,1,180,100,360,220,4
0,0,1,60.95,1,180,120,360,220,4
0,0,1,66.04,1,180,140,360,220,4
0,0,1,71.57,1,180,160,360,220,4
0,0,0,77.47,1,180,180,360,220,4
0,0,0,83.66,1,180,200,360,220,4
0,0,0,90,1,180,220,360,220,4
0,0,0,96.34,0,180,240,360,220,4
0,0,0,7.13,1,200,240,360,220,1
0,0,0,8.13,1,220,240,360,220,1
0,0,0,9.46,1,240,240,360,220,1
0,0,0,11.31,1,260,240,360,220,1
0,0,0,14.04,1,280,240,360,220,1
0,0,0,18.43,1,300,240,360,220,1
0,0,0,26.57,1,320,240,360,220,1
0,0,0,45,1,340,240,360,220,1
0,0,0,90,1,360,240,360,220,1
0,0,0,0,1,360,220,360,220,3
0,0,0,82.87,1,360,200,200,180,3
0,0,0,90,1,360,180,200,180,3
0,0,0,0,1,340,180,200,180,2
0,0,0,0,1,320,180,200,180,2
0,0,0,0,1,300,180,200,180,2
0,0,0,0,1,280,180,200,180,2
0,0,0,0,1,260,180,200,180,2
0,0,0,0,1,240,180,200,180,2
0,0,0,0,1,220,180,200,180,2
0,1,0,0,1,200,180,200,180,2
1,0,0,164.74,0,200,160,260,380,3
0,0,0,165.96,0,200,140,260,380,3
0,0,0,167.01,0,200,120,260,380,3
0,0,0,107.1,0,180,120,260,380,2
0,0,0,111.04,0,160,120,260,380,2
0,0,0,22.62,1,160,140,260,380,4
0,0,0,24.44,1,160,160,260,380,4
0,0,0,26.57,1,160,180,260,380,4
0,0,0,29.05,1,160,200,260,380,4
0,0,0,32.01,1,160,220,260,380,4
0,0,0,35.54,1,160,240,260,380,4
0,0,0,39.81,1,160,260,260,380,4
0,0,0,45,1,160,280,260,380,4
0,0,0,51.34,1,160,300,260,380,4
0,0,0,59.04,1,160,320,260,380,4
0,0,0,68.2,1,160,340,260,380,4
0,0,0,78.69,1,160,360,260,380,4
0,0,0,14.04,1,180,360,260,380,1
0,0,0,18.43,1,200,360,260,380,1
0,1,0,90,1,200,380,260,380,4
0,0,1,0,1,220,380,260,380,1
0,0,1,0,1,240,380,260,380,1
0,0,1,0,1,260,380,260,380,1
0,0,1,90,1,280,380,280,240,1
0,0,0,0,1,280,360,280,240,3
0,0,0,0,1,280,340,280,240,3
0,0,0,0,1,280,320,280,240,3
0,0,0,0,1,280,300,280,240,3
0,0,0,0,1,280,280,280,240,3
0,0,0,0,1,280,260,280,240,3
0,0,0,0,1,280,240,280,240,3
0,0,0,45,1,280,220,360,140,3
0,0,0,53.13,1,280,200,360,140,3
0,0,0,63.43,1,280,180,360,140,3
0,0,0,33.69,1,300,180,360,140,1
0,0,0,45,1,320,180,360,140,1
0,0,0,63.43,1,340,180,360,140,1
0,0,0,90,1,360,180,360,140,1
0,0,0,0,1,360,160,360,140,3
0,0,0,0,1,360,140,360,140,3
0,0,0,18.43,1,360,120,340,60,3
0,0,0,26.57,1,360,100,340,60,3
0,0,0,45,1,360,80,340,60,3
0,0,0,90,1,360,60,340,60,3
0,0,0,0,1,340,60,340,60,2
0,0,0,90,1,320,60,320,320,2
0,0,0,94.4,0,300,60,320,320,2
0,0,0,98.75,0,280,60,320,320,2
0,0,0,102.99,0,260,60,320,320,2
0,0,0,14.04,1,260,80,320,320,4
0,0,0,15.26,1,260,100,320,320,4
0,0,0,16.7,1,260,120,320,320,4
0,0,0,18.43,1,260,140,320,320,4
0,0,0,20.56,1,260,160,320,320,4
1,0,0,23.2,1,260,180,320,320,4
1,0,0,26.57,1,260,200,320,320,4
1,0,0,30.96,1,260,220,320,320,4
1,0,0,36.87,1,260,240,320,320,4
1,0,0,45,1,260,260,320,320,4
0,0,0,56.31,1,260,280,320,320,4
0,0,0,71.57,1,260,300,320,320,4
0,0,0,90,1,260,320,320,320,4
0,0,0,0,1,280,320,320,320,1
0,0,0,0,1,300,320,320,320,1
0,0,0,0,1,320,320,320,320,1
0,0,0,174.81,0,320,340,340,120,4
0,0,0,175.24,0,320,360,340,120,4
0,0,0,99.46,0,300,360,340,120,2
0,0,0,104.04,0,280,360,340,120,2
0,0,0,108.43,0,260,360,340,120,2
0,0,0,112.62,0,240,360,340,120,2
0,0,0,24.44,1,240,340,340,120,3
0,0,1,26.57,1,240,320,340,120,3
0,0,1,29.05,1,240,300,340,120,3
0,0,1,32.01,1,240,280,340,120,3
0,0,1,35.54,1,240,260,340,120,3
0,0,1,39.81,1,240,240,340,120,3
0,0,1,45,1,240,220,340,120,3
0,0,1,51.34,1,240,200,340,120,3
0,0,1,59.04,1,240,180,340,120,3
0,0,1,68.2,1,240,160,340,120,3
0,0,1,78.69,1,240,140,340,120,3
0,0,1,90,1,240,120,340,120,3
0,0,0,101.31,0,240,100,340,120,3
0,0,0,14.04,1,260,100,340,120,1
0,0,0,18.43,1,280,100,340,120,1
0,0,0,26.57,1,300,100,340,120,1
0,0,0,45,1,320,100,340,120,1
0,0,0,90,1,340,100,340,120,1
0,0,0,0,1,340,120,340,120,4
0,0,0,70.35,1,340,140,60,240,4
0,0,0,74.05,1,340,160,60,240,4
0,0,0,77.91,1,340,180,60,240,4
0,0,0,168.69,0,360,180,60,240,1
0,1,0,169.38,0,380,180,60,240,1
0,0,1,104.04,0,380,160,60,240,3
0,0,1,107.35,0,380,140,60,240,3
0,0,1,110.56,0,380,120,60,240,3
0,0,1,113.63,0,380,100,60,240,3
0,0,1,116.57,0,380,80,60,240,3
0,0,0,28.07,1,360,80,60,240,2
1,0,0,29.74,1,340,80,60,240,2
1,0,0,31.61,1,320,80,60,240,2
1,0,0,33.69,1,300,80,60,240,2
1,0,0,36.03,1,280,80,60,240,2
1,0,0,38.66,1,260,80,60,240,2
1,0,0,41.63,1,240,80,60,240,2
0,0,0,45,1,220,80,60,240,2
1,0,0,48.81,1,220,100,60,240,4
1,0,0,53.13,1,220,120,60,240,4
1,0,0,57.99,1,220,140,60,240,4
1,0,0,63.43,1,220,160,60,240,4
0,0,0,69.44,1,220,180,60,240,4
0,0,0,75.96,1,220,200,60,240,4
0,0,0,82.87,1,220,220,60,240,4
0,0,0,90,1,220,240,60,240,4
0,0,0,0,1,200,240,60,240,2
0,0,0,0,1,180,240,60,240,2
0,0,0,0,1,160,240,60,240,2
0,0,0,0,1,140,240,60,240,2
0,0,0,0,1,120,240,60,240,2
0,0,0,0,1,100,240,60,240,2
0,0,0,0,1,80,240,60,240,2
0,0,0,0,1,60,240,60,240,2
0,0,0,146.31,0,40,240,100,280,2
0,0,0,135,0,40,220,100,280,3
0,0,0,143.13,0,40,200,100,280,3
0,0,0,149.04,0,40,180,100,280,3
0,0,0,153.43,0,40,160,100,280,3
0,0,0,123.69,0,20,160,100,280,2
1,0,0,38.66,1,20,180,100,280,4
1,0,0,45,1,20,200,100,280,4
1,0,0,53.13,1,20,220,100,280,4
1,0,0,63.43,1,20,240,100,280,4
0,0,0,75.96,1,20,260,100,280,4
0,0,0,90,1,20,280,100,280,4
0,0,0,0,1,40,280,100,280,1
0,0,0,0,1,60,280,100,280,1
0,0,0,0,1,80,280,100,280,1
0,0,0,0,1,100,280,100,280,1
0,0,0,78.69,1,120,280,140,380,1
0,0,0,90,1,140,280,140,380,1
0,0,0,101.31,0,160,280,140,380,1
0,0,0,111.8,0,180,280,140,380,1
0,0,0,26.57,1,180,300,140,380,4
0,0,0,33.69,1,180,320,140,380,4
0,0,0,45,1,180,340,140,380,4
0,0,0,63.43,1,180,360,140,380,4
0,1,0,90,1,180,380,140,380,4
1,0,0,0,1,160,380,140,380,2
1,0,0,0,1,140,380,140,380,2
1,0,0,107.35,0,120,380,220,60,2
1,0,0,110.56,0,100,380,220,60,2
1,0,0,113.63,0,80,380,220,60,2
1,0,0,116.57,0,60,380,220,60,2
1,0,0,119.36,0,40,380,220,60,2
1,0,0,122.01,0,20,380,220,60,2
1,1,0,124.51,0,0,380,220,60,2
1,0,0,36.25,1,0,360,220,60,3
1,0,0,38.16,1,0,340,220,60,3
1,0,0,40.24,1,0,320,220,60,3
1,0,0,42.51,1,0,300,220,60,3
1,0,1,45,1,0,280,220,60,3
1,0,1,47.73,1,0,260,220,60,3
1,0,1,50.71,1,0,240,220,60,3
1,0,1,53.97,1,0,220,220,60,3
1,0,1,57.53,1,0,200,220,60,3
1,0,0,61.39,1,0,180,220,60,3
1,0,0,65.56,1,0,160,220,60,3
1,0,0,70.02,1,0,140,220,60,3
1,0,0,74.74,1,0,120,220,60,3
1,0,0,79.7,1,0,100,220,60,3
1,0,0,84.81,1,0,80,220,60,3
1,0,0,90,1,0,60,220,60,3
0,0,0,0,1,20,60,220,60,1
0,0,0,0,1,40,60,220,60,1
0,0,0,0,1,60,60,220,60,1
0,0,0,0,1,80,60,220,60,1
0,0,0,0,1,100,60,220,60,1
0,0,0,0,1,120,60,220,60,1
0,0,0,0,1,140,60,220,60,1
0,0,0,0,1,160,60,220,60,1
0,0,0,0,1,180,60,220,60,1
0,0,0,0,1,200,60,220,60,1
0,0,0,0,1,220,60,220,60,1
0,0,0,168.69,0,240,60,140,40,1
0,0,0,170.54,0,260,60,140,40,1
0,0,0,90,1,260,40,140,40,3
1,0,0,0,1,240,40,140,40,2
1,0,0,0,1,220,40,140,40,2
1,0,0,0,1,200,40,140,40,2
1,0,0,0,1,180,40,140,40,2
1,0,0,0,1,160,40,140,40,2
1,0,0,0,1,140,40,140,40,2
1,0,0,75.07,1,120,40,40,340,2
0,0,0,165.96,0,120,20,40,340,3
0,0,1,107.35,0,140,20,40,340,1
0,0,1,110.56,0,160,20,40,340,1
0,0,1,113.63,0,180,20,40,340,1
0,0,1,116.57,0,200,20,40,340,1
0,0,1,119.36,0,220,20,40,340,1
0,0,1,122.01,0,240,20,40,340,1
0,0,1,124.51,0,260,20,40,340,1
0,0,0,126.87,0,280,20,40,340,1
0,0,1,38.66,1,280,40,40,340,4
0,0,1,40.6,1,280,60,40,340,4
0,0,0,42.71,1,280,80,40,340,4
0,0,0,45,1,280,100,40,340,4
0,0,0,47.49,1,260,100,40,340,2
0,0,0,50.19,1,240,100,40,340,2
0,0,0,53.13,1,220,100,40,340,2
0,0,0,56.31,1,200,100,40,340,2
0,0,0,59.74,1,180,100,40,340,2
0,0,0,63.43,1,160,100,40,340,2
0,0,0,67.38,1,140,100,40,340,2
0,0,0,71.57,1,120,100,40,340,2
0,0,0,75.96,1,100,100,40,340,2
0,0,0,80.54,1,80,100,40,340,2
0,0,0,85.24,1,60,100,40,340,2
0,0,0,90,1,40,100,40,340,2
0,0,0,0,1,40,120,40,340,4
0,0,0,0,1,40,140,40,340,4
0,0,0,0,1,40,160,40,340,4
0,0,0,0,1,40,180,40,340,4
0,0,0,0,1,40,200,40,340,4
0,0,0,0,1,40,220,40,340,4
0,0,0,0,1,40,240,40,340,4
0,0,0,0,1,40,260,40,340,4
0,0,0,0,1,40,280,40,340,4
0,0,0,0,1,40,300,40,340,4
0,0,0,0,1,40,320,40,340,4
0,0,0,0,1,40,340,40,340,4
0,0,0,46.97,1,60,340,340,40,1
0,0,0,49.09,1,80,340,340,40,1
0,0,0,51.34,1,100,340,340,40,1
0,0,0,53.75,1,120,340,340,40,1
0,0,0,38.16,1,120,320,340,40,3
0,0,0,40.24,1,120,300,340,40,3
0,0,0,42.51,1,120,280,340,40,3
0,0,0,45,1,120,260,340,40,3
0,0,0,47.73,1,120,240,340,40,3
0,0,0,50.71,1,120,220,340,40,3
0,0,0,53.97,1,120,200,340,40,3
0,0,0,57.53,1,120,180,340,40,3
0,0,0,61.39,1,120,160,340,40,3
0,0,0,65.56,1,120,140,340,40,3
0,0,0,26.57,1,140,140,340,40,1
0,0,0,29.05,1,160,140,340,40,1
0,0,0,32.01,1,180,140,340,40,1
0,0,0,35.54,1,200,140,340,40,1
0,0,0,39.81,1,220,140,340,40,1
0,0,0,56.31,1,220,120,340,40,3
0,0,0,63.43,1,220,100,340,40,3
0,0,0,71.57,1,220,80,340,40,3
0,0,0,80.54,1,220,60,340,40,3
0,0,0,90,1,220,40,340,40,3
0,0,0,0,1,240,40,340,40,1
0,0,0,0,1,260,40,340,40,1
0,0,0,0,1,280,40,340,40,1
0,0,0,0,1,300,40,340,40,1
0,0,0,0,1,320,40,340,40,1
0,0,0,0,1,340,40,340,40,1
