Left_B,Front_B,Right_B,Cosine_Angle,Collision,Food_x,Food_y,Head_x,Head_y,Sugg_Direction
0,0,0,45.0,1,160,80,200,40,1
0,0,0,90.0,1,200,80,200,40,1
0,0,0,0.0,1,200,40,200,40,2
0,1,0,159.44,0,200,0,80,320,1
1,0,0,116.57,0,240,0,80,320,3
1,0,0,122.01,0,280,0,80,320,3
1,0,0,126.87,0,320,0,80,320,3
0,0,0,40.6,1,320,40,80,320,3
0,0,0,45.0,1,320,80,80,320,3
0,0,0,50.19,1,320,120,80,320,3
0,0,0,56.31,1,320,160,80,320,3
0,0,0,63.43,1,320,200,80,320,3
0,0,0,71.57,1,320,240,80,320,3
0,0,0,80.54,1,320,280,80,320,3
0,0,0,90.0,1,320,320,80,320,3
0,0,0,0.0,1,280,320,80,320,2
0,0,0,0.0,1,240,320,80,320,2
0,0,0,0.0,1,200,320,80,320,2
0,0,0,0.0,1,160,320,80,320,2
0,0,0,0.0,1,120,320,80,320,2
0,0,0,0.0,1,80,320,80,320,2
0,0,0,144.46,0,40,320,320,120,3
0,0,0,60.26,1,40,280,320,120,3
0,0,0,66.8,1,40,240,320,120,3
0,0,0,74.05,1,40,200,320,120,3
0,0,0,81.87,1,40,160,320,120,3
0,0,0,90.0,1,40,120,320,120,3
0,0,0,0.0,1,80,120,320,120,2
0,0,0,0.0,1,120,120,320,120,2
0,0,0,0.0,1,160,120,320,120,2
0,0,0,0.0,1,200,120,320,120,2
0,0,0,108.43,0,200,80,320,120,3
0,0,0,123.69,0,200,40,320,120,3
0,0,0,45.0,1,240,40,320,120,3
0,0,0,63.43,1,280,40,320,120,3
0,0,0,90.0,1,320,40,320,120,3
0,1,0,116.57,0,360,40,320,120,3
1,0,0,45.0,1,360,80,320,120,3
1,0,0,90.0,1,360,120,320,120,3
1,0,0,135.0,0,360,160,320,120,3
0,0,0,90.0,1,320,160,320,120,3
0,0,0,135.0,0,280,160,320,120,3
0,0,0,153.43,0,240,160,320,120,3
1,0,0,90.0,1,240,120,320,120,3
1,1,0,116.57,0,240,80,320,120,3
0,0,0,105.95,0,160,80,80,360,3
0,0,0,113.2,0,200,80,80,360,3
0,0,0,119.74,0,240,80,80,360,3
0,0,0,125.54,0,280,80,80,360,3
0,0,0,130.6,0,320,80,80,360,3
0,0,0,45.0,1,320,120,80,360,3
0,0,0,50.19,1,320,160,80,360,3
0,0,0,56.31,1,320,200,80,360,3
0,0,0,63.43,1,320,240,80,360,3
0,0,0,30.96,1,280,240,80,360,1
0,0,0,36.87,1,240,240,80,360,1
0,0,0,63.43,1,240,280,80,360,3
0,0,0,75.96,1,240,320,80,360,3
0,1,0,90.0,1,240,360,80,360,3
1,0,0,0.0,1,200,360,80,360,2
1,0,0,0.0,1,160,360,80,360,2
1,0,0,0.0,1,120,360,80,360,2
1,0,0,0.0,1,80,360,80,360,2
1,0,0,90.0,1,40,360,40,240,3
1,1,0,108.43,0,0,360,40,240,3
0,0,0,63.43,1,160,80,240,240,3
0,0,0,75.96,1,200,80,240,240,3
0,0,0,90.0,1,240,80,240,240,3
0,0,0,104.04,0,280,80,240,240,3
0,0,0,116.57,0,320,80,240,240,3
0,1,0,126.87,0,360,80,240,240,3
0,0,0,135.0,-1,400,80,240,240,3
0,0,0,63.43,1,160,80,240,240,3
0,0,0,75.96,1,200,80,240,240,3
0,0,0,90.0,1,240,80,240,240,3
0,0,0,104.04,0,280,80,240,240,3
0,0,0,116.57,0,320,80,240,240,3
0,1,0,126.87,0,360,80,240,240,3
0,0,0,135.0,-1,400,80,240,240,3
0,0,0,63.43,1,160,80,240,240,3
0,0,0,75.96,1,200,80,240,240,3
0,0,0,90.0,1,240,80,240,240,3
0,0,0,104.04,0,280,80,240,240,3
0,0,0,116.57,0,320,80,240,240,3
0,1,0,126.87,0,360,80,240,240,3
0,0,0,80.54,1,160,80,200,320,3
0,0,0,90.0,1,200,80,200,320,3
0,0,0,99.46,0,240,80,200,320,3
0,0,0,108.43,0,280,80,200,320,3
0,0,0,116.57,0,320,80,200,320,3
0,1,0,123.69,0,360,80,200,320,3
0,0,0,129.81,-1,400,80,200,320,3
